sr,hr,skr,class_label,val
1.8421052631578947,250.0,1.8421052631578947,ant,0.15
1.8421052631578947,250.0,1.8421052631578947,helmet,0.16666666666666666
1.8421052631578947,250.0,1.8421052631578947,desk_lamp,0.15384615384615383
2.6842105263157894,92.10526315789474,4.2105263157894735,ant,0.15
2.6842105263157894,92.10526315789474,4.2105263157894735,helmet,0.1333333333333333
2.6842105263157894,92.10526315789474,4.2105263157894735,desk_lamp,0.15934065934065936
1.4210526315789473,250.0,0.5263157894736842,ant,0.15
1.4210526315789473,250.0,0.5263157894736842,helmet,0.12222222222222223
1.4210526315789473,250.0,0.5263157894736842,desk_lamp,0.10989010989010987
2.473684210526316,176.31578947368422,1.8421052631578947,ant,0.15
2.473684210526316,176.31578947368422,1.8421052631578947,helmet,0.15555555555555553
2.473684210526316,176.31578947368422,1.8421052631578947,desk_lamp,0.14285714285714288
2.6842105263157894,92.10526315789474,3.6842105263157894,ant,0.15
2.6842105263157894,92.10526315789474,3.6842105263157894,helmet,0.1333333333333333
2.6842105263157894,92.10526315789474,3.6842105263157894,desk_lamp,0.15934065934065936
3.9473684210526314,50.0,3.9473684210526314,ant,0.15
3.9473684210526314,50.0,3.9473684210526314,helmet,0.1333333333333333
3.9473684210526314,50.0,3.9473684210526314,desk_lamp,0.15934065934065936
1.631578947368421,197.3684210526316,4.7368421052631575,ant,0.1
1.631578947368421,197.3684210526316,4.7368421052631575,helmet,0.1222222222222222
1.631578947368421,197.3684210526316,4.7368421052631575,desk_lamp,0.14285714285714285
4.578947368421052,197.3684210526316,3.6842105263157894,ant,0.15
4.578947368421052,197.3684210526316,3.6842105263157894,helmet,0.14444444444444443
4.578947368421052,197.3684210526316,3.6842105263157894,desk_lamp,0.14835164835164835
1.4210526315789473,186.84210526315792,2.3684210526315788,ant,0.2
1.4210526315789473,186.84210526315792,2.3684210526315788,helmet,0.14444444444444443
1.4210526315789473,186.84210526315792,2.3684210526315788,desk_lamp,0.12637362637362634
5.0,113.15789473684211,3.1578947368421053,ant,0.15
5.0,113.15789473684211,3.1578947368421053,helmet,0.1333333333333333
5.0,113.15789473684211,3.1578947368421053,desk_lamp,0.14285714285714285
2.263157894736842,207.89473684210526,0.2631578947368421,ant,0.1
2.263157894736842,207.89473684210526,0.2631578947368421,helmet,0.13333333333333333
2.263157894736842,207.89473684210526,0.2631578947368421,desk_lamp,0.09890109890109891
1.0,92.10526315789474,2.631578947368421,ant,0.1
1.0,92.10526315789474,2.631578947368421,helmet,0.1222222222222222
1.0,92.10526315789474,2.631578947368421,desk_lamp,0.13736263736263735
2.473684210526316,176.31578947368422,0.0,ant,0.15
2.473684210526316,176.31578947368422,0.0,helmet,0.13333333333333333
2.473684210526316,176.31578947368422,0.0,desk_lamp,0.06593406593406594
2.473684210526316,81.57894736842105,3.1578947368421053,ant,0.15
2.473684210526316,81.57894736842105,3.1578947368421053,helmet,0.1333333333333333
2.473684210526316,81.57894736842105,3.1578947368421053,desk_lamp,0.15934065934065936
1.8421052631578947,239.47368421052633,4.473684210526316,ant,0.1
1.8421052631578947,239.47368421052633,4.473684210526316,helmet,0.1222222222222222
1.8421052631578947,239.47368421052633,4.473684210526316,desk_lamp,0.13736263736263735
1.0,102.63157894736842,0.7894736842105263,ant,0.15
1.0,102.63157894736842,0.7894736842105263,helmet,0.15555555555555556
1.0,102.63157894736842,0.7894736842105263,desk_lamp,0.15384615384615383
1.8421052631578947,113.15789473684211,0.0,ant,0.15
1.8421052631578947,113.15789473684211,0.0,helmet,0.14444444444444443
1.8421052631578947,113.15789473684211,0.0,desk_lamp,0.06593406593406594
4.578947368421052,102.63157894736842,3.4210526315789473,ant,0.15
