id,label,faces,vertices,bound_xmin,bound_xmax,bound_ymin,bound_ymax,bound_zmin,bound_zmax,center_x,center_y,center_z,cell_area_mean,cell_area_std
m1065,barren,11498,10000,-0.4942140281200409,0.4994930624961853,-0.28877824544906616,0.3386703431606293,-0.19444222748279572,0.2793995141983032,0.15573400167167722,0.014630379336119777,0.018461214664653763,1.2494690910324391e-05,5.1969893317813836e-06
m1066,barren,15887,10000,-0.4999730587005615,0.4963243305683136,-0.20708681643009186,0.2593194842338562,-0.16771233081817627,0.1678769737482071,0.1218730961421958,0.02936612773334016,0.020094975845989304,1.2827376715657391e-05,4.588005413232578e-06
m1067,barren,18574,9999,-0.5135840773582458,0.4910410940647125,-0.29297763109207153,0.3712165653705597,-0.21747712790966034,0.30557969212532043,0.0214084855931227,0.0007409664790726866,0.055586926725002615,1.7604733119666407e-05,5.627902833649208e-06
m1068,barren,16022,10000,-0.3939396142959595,0.5449655055999756,-0.3568587601184845,0.47987452149391174,-0.3082544803619385,0.40831977128982544,0.06074794930923651,0.048376455744236734,0.02166085982813738,1.8220436693860565e-05,6.469959530281681e-06
m1069,barren,9959,10000,-0.4614966809749603,0.4912228584289551,-0.39666542410850525,0.5362901091575623,-0.4993515908718109,0.41922542452812195,0.017549984433545673,0.043310134055511915,0.041619139437034734,1.7625999744120885e-05,7.697525572824769e-06
m1070,barren,19405,9999,-0.5023323893547058,0.4928452670574188,-0.21004028618335724,0.20409464836120605,-0.13724881410598755,0.1664063036441803,0.02796702376965355,-0.0017792133953588212,0.02718669311918628,8.896722104360569e-06,3.171819639591703e-06
m1071,barren,18568,10000,-0.5108768939971924,0.5994217395782471,-0.32500338554382324,0.4006921052932739,-0.2220899909734726,0.4816763401031494,0.05842564112379497,0.031130271313415475,0.06472632291021874,1.4325355434585689e-05,4.429712304126972e-06
m1072,barren,18374,9995,-0.5059183835983276,0.4864178001880646,-0.283826619386673,0.2601749897003174,-0.19968369603157043,0.2974832355976105,0.0618308582491043,0.006210296515809752,0.06939901621435468,1.0638581171911296e-05,4.106114815042434e-06
m1073,barren,14107,10000,-0.47861990332603455,0.5039979815483093,-0.3544425666332245,0.37744641304016113,-0.31852272152900696,0.31492507457733154,0.05003661216679891,-0.004262799437276824,0.006369444198468433,1.8410098320723167e-05,2.2656347313211046e-05
m1074,barren,16145,10000,-0.4664233326911926,0.5347797274589539,-0.29360997676849365,0.3222624957561493,-0.25349727272987366,0.28107842803001404,0.059750697877855856,-0.002643155769324355,0.007867494746226235,3.334517238721536e-05,1.9876802656180007e-05
m1556,antique_car,15701,9999,-0.5045714974403381,0.49998584389686584,-0.20069952309131622,0.20056283473968506,-0.15222875773906708,0.17856144905090332,0.07317841660384938,0.004262250867899188,0.021631523407141022,0.0001228922661205224,0.0009726794365900229
m1557,antique_car,19243,9999,-0.5041049718856812,0.4933629631996155,-0.20399169623851776,0.2019909769296646,-0.2072761505842209,0.18183095753192902,0.03754492749656314,0.0003073314573606981,-0.018067648137979994,8.928521276412054e-05,0.00017417226214350897
m1558,antique_car,18983,9999,-0.4998790919780731,0.4975843131542206,-0.1677558422088623,0.16845934092998505,-0.14730261266231537,0.15472254157066345,0.028069206031044177,-0.00022472230218130177,0.026223505369451745,9.418680654906667e-05,4.649909580673763e-05
m1559,antique_car,18916,9995,-0.511006772518158,0.4950871467590332,-0.21203909814357758,0.2246858924627304,-0.2856396436691284,0.2981176972389221,0.0336730610237251,0.006720023554820334,0.029247789489408677,0.00015748416551094861,0.00012233681224037678
m273,apatosaurus,19974,10000,-0.5037195086479187,0.5254682898521423,-0.07152772694826126,0.22574396431446075,-0.09637030214071274,0.09695924073457718,0.0631619235038583,0.059541128985711164,5.0506144037977184e-05,1.7711629531413134e-05,3.3730429786739104e-06
m1060,barren,18468,9997,-0.5098047256469727,0.5475148558616638,-0.3068968951702118,0.32548797130584717,-0.2128274142742157,0.35161757469177246,0.0597933869317243,0.07343566607874971,0.009160952401575405,2.2139364468066834e-05,7.658041900755045e-06
m1061,barren,18347,9999,-0.5077123045921326,0.5620328187942505,-0.5180647373199463,0.5036816596984863,-0.37212884426116943,0.3222154676914215,0.015276998835034621,0.008570952065845768,-0.006243500188968729,3.6866716604377565e-05,1.1760345389286793e-05
m1062,barren,20251,9997,-0.45755693316459656,0.6246393322944641,-0.5065797567367554,0.42316877841949463,-0.11915509402751923,0.3474152088165283,0.024180713599348636,0.05217148871398351,0.06495625179535731,1.278556175419686e-05,4.077259746682059e-06
m1063,barren,19701,10000,-0.4179135859012604,0.56415855884552,-0.40778908133506775,0.3682642877101898,-0.21196578443050385,0.38303449749946594,0.008035232675640505,0.08147092279740517,0.09933978769578536,1.1489949362494201e-05,5.6451639895133954e-06
m1064,barren,13165,10000,-0.48937156796455383,0.4900645613670349,-0.26785212755203247,0.3552803099155426,-0.22808854281902313,0.29531386494636536,0.022276768088899678,0.02028834144701952,0.0016789049864100144,7.275690903918152e-06,5.5566292738442344e-06
m461,barn,19771,9952,-0.535840630531311,0.5258229374885559,-0.44181573390960693,0.4674535393714905,-0.4946773648262024,0.43788185715675354,0.016758548448223026,0.004219638465083171,-0.015154032954305657,0.0003177193887979016,0.0002594369785605353
m462,barn,19652,10000,-0.5136710405349731,0.5113169550895691,-0.3462319076061249,0.3505716025829315,-0.3215719163417816,0.3357696831226349,0.03856892838917717,-0.0013710392078552876,0.038101241157304344,0.00016730193826727864,4.1553687366692604e-05
m1057,barren,16070,10000,-0.39400067925453186,0.5434909462928772,-0.3574118912220001,0.4782988727092743,-0.3083873987197876,0.4078701138496399,0.061086969511221396,0.04882015935449067,0.0213328433880875,1.8195622480116187e-05,6.491326424243161e-06
m1058,barren,18570,9999,-0.5100657939910889,0.5996097922325134,-0.3249327838420868,0.40047600865364075,-0.22251702845096588,0.48118066787719727,0.058039650463282355,0.03143911817666626,0.06431334076314969,1.432284929701748e-05,4.429681525875872e-06
m1059,barren,18594,9999,-0.5135769248008728,0.49105337262153625,-0.2934427559375763,0.37127596139907837,-0.2174091339111328,0.30583328008651733,0.02160394909571904,0.0005526654520678191,0.05566036736767839,1.7588907434229763e-05,5.624398248795201e-06
m731,axe,19746,9936,-0.5000160336494446,0.49832838773727417,-0.2616673409938812,0.2624755799770355,-0.017201347276568413,0.017560627311468124,0.24558097813344762,0.0003326767148603961,0.0001830431063029198,1.5959545020269744e-05,4.062334338560302e-06
m732,axe,19948,9993,-0.4993496239185333,0.5001797676086426,-0.09300125390291214,0.07584205269813538,-0.05083219334483147,0.05220067501068115,0.022144324399589604,-0.003180625551347605,3.059309537615342e-05,5.782825203486968e-06,5.383617521812948e-06
m458,barn,20430,9994,-0.5198372602462769,0.5203927159309387,-0.33355090022087097,0.3051057755947113,-0.13459907472133636,0.1497027724981308,0.06855253804076886,0.008731261901239544,0.04786927519143747,0.00019846936090683992,9.751938736193597e-05
m459,barn,19996,10000,-0.5008938908576965,0.5006142854690552,-0.3346308767795563,0.33674126863479614,-0.3314547538757324,0.33638453483581543,-8.55978741193094e-05,0.0005549472733562967,0.06356055092259696,0.0001514432336330197,2.8455989381574712e-05
m460,barn,18139,9997,-0.5388764142990112,0.5141589641571045,-0.3959559202194214,0.39348602294921875,-0.3458743095397949,0.4294668138027191,0.017853564641227015,0.05488098812633624,0.04958051121041056,0.0003721749001563284,0.0010953600544922068
m274,apatosaurus,19996,10000,-0.6573266386985779,0.5976762771606445,-0.1606852412223816,0.52126145362854,-0.13149398565292358,0.16678045690059662,0.056098445270162,0.10063116041489276,0.0294098505158486,4.3947990000293323e-05,5.15282659746561e-06
m275,apatosaurus,19996,10000,-0.5318750739097595,0.5382529497146606,-0.07101805508136749,0.293797105550766,-0.1000148132443428,0.10367432981729507,0.018740458959386946,0.08468537219586422,0.0009933601755120294,2.0725357487600258e-05,2.007525145253249e-06
m276,apatosaurus,19945,9984,-0.5056649446487427,0.5252537727355957,-0.058346111327409744,0.23064970970153809,-0.06064919754862785,0.06290304660797119,0.05432899796587826,0.07326177001498772,0.0012046598197553058,9.518449055208428e-06,3.436286168174879e-06
m729,axe,19598,9916,-0.5001603960990906,0.4911041855812073,-0.1662081927061081,0.14364385604858398,-0.018474262207746506,0.017665337771177292,0.1575284822472404,0.012254108469125159,0.00021109620380200855,7.342850385336708e-06,2.4028731730631885e-06
m730,axe,19668,9990,-0.4998871088027954,0.4999995827674866,-0.2039034068584442,0.20677250623703003,-0.03726990520954132,0.03715018555521965,0.16495031735897142,0.0003866220207145407,-0.00030170578831434326,1.4789319334817178e-05,1.1800196725465334e-05
m638,acoustic_guitar,19725,9997,-0.5004332661628723,0.5007050633430481,-0.1446678191423416,0.1532013863325119,-0.04641808941960335,0.04787726327776909,0.20445008585232685,0.003122681399318787,0.0028097339295036624,3.6676140763345234e-05,0.00010718271279375786
m639,acoustic_guitar,18914,9995,-0.501569390296936,0.4978472888469696,-0.17647667229175568,0.18277448415756226,-0.07249132543802261,0.0898280218243599,0.17545292257758968,0.0013654676320897796,0.011309751897048586,5.9465539329126004e-05,8.550710070253468e-05
m640,acoustic_guitar,19775,9966,-0.5027062892913818,0.5051265954971313,-0.1838075965642929,0.20197853446006775,-0.08516955375671387,0.10910047590732574,0.16686611713175775,0.004311447599391502,0.02139147481849402,3.608972515009298e-05,7.602004626742955e-05
m641,acoustic_guitar,19580,9980,-0.49796777963638306,0.5016036033630371,-0.15908217430114746,0.16236919164657593,-0.04915096238255501,0.06258010119199753,0.20071264367763259,0.0009966866308313465,0.009974689289129725,4.132061906759961e-05,1.3652403545705797e-05
m0,ant,19890,9997,-0.5437409281730652,0.5391107797622681,-0.32095152139663696,0.32275789976119995,-0.29384785890579224,0.16730721294879913,0.08282480146682011,6.511478968781408e-05,0.009689125546671843,3.504345763662614e-05,8.122100060449453e-06
m1,ant,19842,9997,-0.45579659938812256,0.4969935119152069,-0.21017341315746307,0.20024080574512482,-0.16309404373168945,0.17294403910636902,0.0922519842376226,0.0034941741596421767,0.004460436017412847,2.758454408084294e-05,6.479654012882292e-06
m2,ant,19730,9996,-0.5372486710548401,0.5338917374610901,-0.31042876839637756,0.30910834670066833,-0.26756206154823303,0.1695285588502884,0.09319544312441218,0.00014086360890984949,0.013969660322985326,3.38303485620411e-05,1.1060062373390553e-05
m3,ant,19720,9928,-0.5326226949691772,0.5008255243301392,-0.4713784158229828,0.4951605498790741,-0.2187534123659134,0.3057313859462738,0.032455565654299155,0.0022532100419533747,-0.010932375382700145,3.787738935451496e-05,1.1039403813685787e-05
m4,ant,19564,10000,-0.5195435285568237,0.5119329690933228,-0.28086021542549133,0.2752382755279541,-0.10176640003919601,0.2034655511379242,0.11704391351259297,0.004464096769530012,-0.005998594574634414,2.1425779714610086e-05,7.829903467206387e-06
