id,label,faces,vertices,bound_xmin,bound_xmax,bound_ymin,bound_ymax,bound_zmin,bound_zmax,cell_type_3,center_x,center_y,center_z,cell_area_mean,cell_area_std,faces_outlier,vertices_outlier
m638,acoustic_guitar,7584,3884,0.02500000037252903,0.3048489987850189,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.11649399995803833,7584,0.16494207994163623,0.3131564606021887,0.06797266980252013,8.836929926137319e-05,0.0006523338955460857,False,False
m639,acoustic_guitar,45776,23238,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.3656669855117798,0.02500000037252903,0.16349999606609344,45776,0.35337602318275013,0.19503666110838422,0.09878073788679545,2.336581334495324e-05,0.00023858770088723859,True,False
m640,acoustic_guitar,7346,3712,0.02500000037252903,0.3895210027694702,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.18077300488948822,7346,0.20771575471266632,0.3461217744478445,0.11223789234428304,8.753695372600282e-05,0.000488507126803694,False,False
m641,acoustic_guitar,3600,1864,0.02500000037252903,0.3306100070476532,0.02500000037252903,0.11990000307559967,0.02500000037252903,0.9750000238418579,3600,0.1779552397616649,0.07426260763751927,0.6823131111050382,0.0002114555060931651,0.0007779105579773419,False,False
m0,ant,492,298,0.02500000037252903,0.6425489783287048,0.02500000037252903,0.5475410223007202,0.02500000037252903,0.9750000238418579,492,0.3337780144998529,0.2775068995794975,0.42371678882507147,0.0013704908053850237,0.0015360281646199627,False,False
m1,ant,410,255,0.02500000037252903,0.42485499382019043,0.02500000037252903,0.38484498858451843,0.02500000037252903,0.9750000238418579,410,0.22694654063343048,0.21010151376306516,0.41773449783313626,0.0012335994463562507,0.001323852754359859,False,False
m2,ant,6667,3495,0.02500000037252903,0.6168299913406372,0.02500000037252903,0.5154430270195007,0.02500000037252903,0.9750000238418579,6667,0.32101702617297784,0.26598851955335234,0.4159649129510978,9.604161389924127e-05,0.00013710028060589583,False,False
m3,ant,912,486,0.02500000037252903,0.9314060211181641,0.02500000037252903,0.556331992149353,0.02500000037252903,0.9750000238418579,912,0.4787897766194263,0.29456395687580017,0.4733919685810439,0.0007950743773808213,0.0015798012457332899,False,False
m4,ant,8216,4346,0.02500000037252903,0.5567449927330017,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.33224499225616455,8216,0.2944215161086152,0.4013581624048362,0.15973540082467025,5.0206249753130524e-05,8.296486046293986e-05,False,False
m1555,antique_car,30255,16607,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.4192180037498474,0.02500000037252903,0.3222790062427521,30255,0.47660194169063913,0.1814390888521951,0.17633630305955425,4.9332808334086584e-05,0.0003282811537697258,False,False
m1556,antique_car,119540,35131,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.33369600772857666,0.02500000037252903,0.36563101410865784,119540,0.43848775878836405,0.15802820624238198,0.1961043052810213,3.377370534824575e-05,0.00045187485832593155,True,False
m1557,antique_car,16656,8489,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.38018599152565,0.02500000037252903,0.4110330045223236,16656,0.4646372795025544,0.18479847630130594,0.21780355718646813,0.00010163730878508302,0.0007275412920377904,False,False
m1558,antique_car,11791,6943,0.02500000037252903,0.34726500511169434,0.02500000037252903,0.30709800124168396,0.02500000037252903,0.9750000238418579,11791,0.18487482241152475,0.14235027109466492,0.47948540025699066,0.00013282704124079758,0.00029610347254457154,False,False
m1559,antique_car,30000,15606,0.02500000037252903,0.41612300276756287,0.02500000037252903,0.5416269898414612,0.02500000037252903,0.9750000238418579,30000,0.21716992767830856,0.2514589315550145,0.46317693853234726,9.843885394753917e-05,0.0004422227802676785,False,False
m273,apatosaurus,942,485,0.02500000037252903,0.210439994931221,0.02500000037252903,0.38204801082611084,0.02500000037252903,0.9750000238418579,942,0.1177053470665082,0.16267479662788534,0.5720751993543322,0.0003461889994343501,0.00042827485642681925,False,False
m274,apatosaurus,47904,23984,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.3498769998550415,0.02500000037252903,0.9126240015029907,47904,0.5172035766403938,0.2128094655768268,0.5784972231778713,1.6754628482137893e-05,1.3375344057780645e-05,True,False
m275,apatosaurus,41168,20586,0.02500000037252903,0.21955899894237518,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.49280399084091187,41168,0.1227092153163845,0.5479930439983948,0.32606955276894245,9.192074125239715e-06,1.9450085400321827e-06,False,False
m276,apatosaurus,4587,2309,0.02500000037252903,0.14239400625228882,0.02500000037252903,0.37386998534202576,0.02500000037252903,0.9750000238418579,4587,0.08369769374019656,0.1516579575555677,0.57339272443432,3.7980396887058644e-05,4.6308397496669536e-05,False,False
m729,axe,3508,1780,0.02500000037252903,0.06034180149435997,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.3205850124359131,3508,0.042425002778575985,0.6511335801547574,0.19062399430323254,3.795985965624167e-05,0.00012840577631704166,False,False
m730,axe,18714,9089,0.02500000037252903,0.09559609740972519,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.417400985956192,18714,0.06042015097902043,0.6472128115235722,0.22117863526919537,1.4912837656793144e-05,6.290684285214604e-05,False,False
m731,axe,1560,782,0.02500000037252903,0.5271300077438354,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.058062098920345306,1560,0.2761048901217284,0.7340282915590236,0.04147945246716568,0.0001847866563523561,0.00026388579933337786,False,False
m732,axe,2152,1088,0.02500000037252903,0.18592800199985504,0.02500000037252903,0.12552200257778168,0.02500000037252903,0.9750000238418579,2152,0.10194411141535172,0.07525000891345811,0.5201632605221698,4.951049002173599e-05,0.0002987390797636366,False,False
m458,barn,1760,958,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.2747650146484375,0.02500000037252903,0.5958920121192932,1760,0.5563287466122945,0.10433645088585859,0.290778579772139,0.0023963100620321676,0.008409992790819073,False,False
m459,barn,16,10,0.02500000037252903,0.6583330035209656,0.02500000037252903,0.6583330035209656,0.02500000037252903,0.9750000238418579,16,0.3416665352153126,0.2812119633907725,0.5000000121071936,0.17235231089288766,0.07275267648056549,False,False
m460,barn,8520,4748,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.680990993976593,0.02500000037252903,0.7550039887428284,8520,0.4996251899085314,0.3153771964844132,0.4419216320599293,0.0007886842025563192,0.005856168250872471,False,False
m461,barn,1587,816,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.8252350091934204,0.02500000037252903,0.7160570025444031,1587,0.5140836437617307,0.4034924421140322,0.36712672902971727,0.003675816617693525,0.01789506170769362,False,False
m462,barn,22,25,0.02500000037252903,0.6802470088005066,0.02500000037252903,0.6038200259208679,0.02500000037252903,0.9750000238418579,22,0.3498699403498594,0.33033776807142273,0.4891196574045826,0.09428983811632746,0.042274922744937694,False,False
m1057,barren,2212,1366,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.8536829948425293,0.02500000037252903,0.9010059833526611,2212,0.46779147127955334,0.5900326789094459,0.4567071440982806,0.00024256099620281892,0.0002877988014132961,False,False
m1058,barren,1972,1086,0.02500000037252903,0.9546650052070618,0.02500000037252903,0.701216995716095,0.02500000037252903,0.9750000238418579,1972,0.5762252313860515,0.3330365051886887,0.4722610652823437,0.00018133589162477794,0.0002883481456091509,False,False
m1059,barren,1916,1058,0.02500000037252903,0.7613660097122192,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.6266710162162781,1916,0.36343488971917254,0.5938444129778057,0.29015894354219907,0.00022805806362294044,0.0003692132497996474,False,False
m1060,barren,940,570,0.02500000037252903,0.6169340014457703,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.5736349821090698,940,0.2805429495644762,0.49767490850742163,0.2523612738265986,0.0005798017233106537,0.0008567064882800618,False,False
m1061,barren,1956,1078,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.9378399848937988,0.02500000037252903,0.8849970102310181,1956,0.5139700764160812,0.5621310083209706,0.45410137928452515,0.00048391571166884697,0.0006829972301163141,False,False
m1062,barren,692,334,0.02500000037252903,0.5970190167427063,0.02500000037252903,0.9041280150413513,0.02500000037252903,0.9750000238418579,692,0.38481518091676437,0.45852189585827097,0.4737024211723704,0.0003791756445106438,0.0005075523806394765,False,False
m1063,barren,932,470,0.02500000037252903,0.7841140031814575,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.7388759851455688,932,0.4359558211264762,0.5178227680768338,0.4886822394379731,0.0002726826425440212,0.0005521273933360522,False,False
m1064,barren,1800,2681,0.02500000037252903,0.5169259905815125,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.5370910167694092,1800,0.2560845664231867,0.5574085223113823,0.2723977965300617,7.229960780896944e-05,0.00027595792107555644,False,False
m1065,barren,1610,3007,0.02500000037252903,0.5382519960403442,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.5198699831962585,1610,0.2669864426784571,0.6904271484086264,0.2969503462486076,0.0001408387653047525,0.0002763897737533603,False,False
m1066,barren,2042,1904,0.02500000037252903,0.46743500232696533,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.37068799138069153,2042,0.23814180750300407,0.6351871063958597,0.17377143507230056,0.00011332805501849918,0.00017082031511681396,False,False
m1067,barren,1756,1058,0.02500000037252903,0.7613660097122192,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.6266710162162781,1756,0.3598957337566755,0.5549946325055135,0.29167733259035583,0.00021114161919076407,0.000381152911035489,False,False
m1068,barren,1892,1366,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.8536829948425293,0.02500000037252903,0.9010059833526611,1892,0.4712030640980772,0.5445475621908309,0.45255280491938954,0.0002005206851358906,0.00029073256930110206,False,False
m1069,barren,17436,18418,0.02500000037252903,0.9071909785270691,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.9698879718780518,17436,0.4784072832771536,0.6109245250053992,0.46499347264153185,1.9718791807335305e-05,3.592921218260755e-05,False,False
m1070,barren,1134,1194,0.02500000037252903,0.31470298767089844,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.42737099528312683,1134,0.19403910936427166,0.5313296409985947,0.22678736603313743,0.000135333249345768,0.0002562777193346511,False,False
m1071,barren,1812,1086,0.02500000037252903,0.9546650052070618,0.02500000037252903,0.701216995716095,0.02500000037252903,0.9750000238418579,1812,0.5719396721085128,0.33028873053338065,0.48201714729550943,0.00016756610240857312,0.0002968514814196775,False,False
m1072,barren,1296,1356,0.02500000037252903,0.47714701294898987,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.5387070178985596,1296,0.30819570793617607,0.5750637934835273,0.2570735060363658,0.00014446612561793182,0.0002674308535792387,False,False
m1073,barren,10218,8197,0.02500000037252903,0.8801100254058838,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.7531560063362122,10218,0.4466496065927223,0.490767704548334,0.3911813572577571,3.779666033591983e-05,0.00011424133961210923,False,False
m1074,barren,4806,4806,0.02500000037252903,0.5327349901199341,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.6506140232086182,4806,0.2825122437738242,0.5805737104910248,0.32239242718868194,0.0001448894117232907,0.00020102942184509407,False,False
m1075,barren,1132,574,0.02500000037252903,0.36259299516677856,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.6402509808540344,1132,0.21093842423550568,0.24064098615439425,0.20766140531021635,0.00042477842862379586,0.003404568295976372,False,False
m1076,barren,15303,17884,0.02500000037252903,0.47864100337028503,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.6510999798774719,15303,0.21578504611378294,0.6072359895121109,0.3887909131005133,1.1896595451803993e-05,1.741377076837305e-05,False,False
m1077,barren,1471,832,0.02500000037252903,0.6984879970550537,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.7153270244598389,1471,0.34517752226524445,0.5377572292036134,0.35932344805486893,0.0008132137638841754,0.0017484078341734035,False,False
m1078,barren,696,724,0.02500000037252903,0.2714740037918091,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.39805901050567627,696,0.17602760650734514,0.5203460168194045,0.2348662039713859,0.0006051016967138185,0.001008852112036814,False,False
m944,bed,164,137,0.02500000037252903,0.480987012386322,0.02500000037252903,0.46884799003601074,0.02500000037252903,0.9750000238418579,164,0.2529841329384713,0.2467842782701364,0.4999824096582353,0.011849551909948138,0.029822580022554574,False,False
m945,bed,15659,8116,0.02500000037252903,0.7400040030479431,0.02500000037252903,0.8133779764175415,0.02500000037252903,0.9750000238418579,15659,0.3836764595437471,0.2941774253444616,0.438990962060682,0.00025882753751571113,0.004259154519769154,False,False
m946,bed,644,449,0.02500000037252903,0.49414899945259094,0.02500000037252903,0.49414700269699097,0.02500000037252903,0.9750000238418579,644,0.25958205224705694,0.24650716888125224,0.49998070239451853,0.002973276004857453,0.01608450808022123,False,False
m947,bed,584,441,0.02500000037252903,0.7219939827919006,0.02500000037252903,0.4454540014266968,0.02500000037252903,0.9750000238418579,584,0.37352367855965274,0.18361265944312885,0.48129759095230745,0.0029809517195667997,0.011950172195394444,False,False
